case,resolution,contact_mode,dt,duration,calculix_completed,contact_activation_time_calculix,contact_activation_time_sfc,contact_activation_abs_error,max_penetration_calculix,max_penetration_sfc,max_penetration_rel_error,peak_normal_force_calculix,peak_normal_force_sfc,peak_normal_force_rel_error,peak_contact_energy_calculix,peak_contact_energy_sfc,peak_contact_energy_rel_error,max_cnum_calculix,max_cnum_equivalent_sfc,max_cnum_abs_error,z_cm_l2_rel_error,min_gap_l2_rel_error,surface_centroid_min_gap_l2_rel_error,rebound_height_calculix,rebound_height_sfc,contact_zone_max_vm_calculix,contact_zone_max_vm_sfc,contact_zone_max_vm_rel_error,max_sfc_newton_iterations,max_sfc_newton_residual_norm,acceptance_status
block_drop,1,persistent_dynamic_sdf_calculix_f2f,0.001,1.0,true,0.022,0.022000000000000013,1.3877787807814457e-17,0.01044401,0.010685976173017713,0.023167937699955544,107.11448,108.16599613473895,0.009816750590013102,0.43910520000000003,0.4479852294328099,0.020223011325782192,14.0,14.0,0.0,0.00026014929027548756,0.03417212285748944,0.03698183995435506,0.6155299750000002,0.6156690945331955,45.709069411065634,45.88905357280998,0.003937602844759979,5,1.3970727311673345e-07,passed_scoped_gate
