case,resolution,contact_mode,calculix_completed,shell_master_offset,contact_stiffness,calculix_stdout_increment_count,calculix_stdout_max_attempt,calculix_stdout_min_increment_size,calculix_stdout_convergence_count,calculix_stdout_total_newton_iterations,calculix_stdout_max_iterations_per_increment,calculix_stdout_mean_iterations_per_increment,calculix_stdout_cutback_attempt_count,calculix_stdout_no_convergence_count,calculix_stdout_kscale_restore_count,calculix_stdout_contact_energy_stabilization_count,calculix_stdout_forced_increment_size_count,calculix_stdout_max_contact_spring_elements,force_law_mean_rel_error,force_law_max_rel_error,energy_law_mean_rel_error,energy_law_max_rel_error,cnum_equivalent_max_abs_error,peak_rf_force_replay_rel_error,peak_cels_energy_replay_rel_error,peak_midplane_force_fraction,sfc_min_accepted_dt,sfc_rows_with_retry,sfc_max_retry_count,diagnosis
block_drop,1,persistent_dynamic_sdf_calculix_f2f,true,0.005,20000.0,1000,1,0.001,1000,2062,4,2.062,0,1062,0,6,0,14,0.005076178999043652,0.012295973161343964,0.007651153331371331,0.016367939284517713,0.0,0.001985082433517815,0.0026054042497641794,0.3870100064486544,0.0009999999999992237,0,0,trajectory_difference_dominant
