case,total_time,dt,quadrature_points_per_step,max_active_samples,sfc_complete_solve_seconds,calculix_complete_solve_seconds,calculix_over_sfc,field_update_sum_seconds,field_query_contact_sum_seconds,field_update_mean_seconds_per_step,field_query_contact_mean_seconds_per_step,max_upper_displacement_abs_error,upper_displacement_l2_relative_error,note
pressure_driven_two_body_dynamic_surface_contact,1.0,0.001,1400,1400,1791.773,53.625397900119424,0.02992867608973469,429.752276496962,3.91415870375931,0.429322953543418,0.00391024845530401,0.028699175886929967,0.11840412386192425,"Pressure-driven two-body dynamic contact; SFC uses complete Python prototype solve time and is slower than CalculiX in this formal run. Field update/query timings are backend breakdown only."
