time,sfc_z_cm,abaqus_z_cm,z_cm_abs_error,sfc_min_gap,abaqus_min_gap,min_gap_abs_error,sfc_max_von_mises,abaqus_max_von_mises,von_mises_abs_error,sfc_max_strain_norm,abaqus_max_strain_norm,strain_norm_abs_error,sfc_p95_von_mises,abaqus_p95_von_mises,p95_von_mises_abs_error,sfc_volume_mean_von_mises,abaqus_volume_mean_von_mises,volume_mean_von_mises_abs_error,sfc_p95_strain_norm,abaqus_p95_strain_norm,p95_strain_norm_abs_error,sfc_volume_mean_strain_norm,abaqus_volume_mean_strain_norm,volume_mean_strain_norm_abs_error,sfc_normal_force_z,abaqus_normal_force_z,normal_force_z_abs_error,sfc_contact_energy,abaqus_contact_energy,contact_energy_abs_error,sfc_active_contact_area,abaqus_active_contact_area,active_contact_area_abs_error
0.01,0.06950949999999771,0.06950947394597298,2.6054024729327274e-08,0.01950950000000004,0.02007737744440868,0.0005678774444086397,1.09341094600811e-08,0.358072807520934,0.35807279658682456,3.1891442020411473e-16,5.22991869115444e-06,5.2299186908355255e-06,5.947027771731684e-09,0.18711635733073348,0.18711635138370572,2.540865605280054e-09,0.0865523893315215,0.0865523867906559,1.730758638611156e-16,2.6943328313859035e-06,2.6943328312128276e-06,7.119948158135535e-17,8.099083364935648e-07,8.099083364223653e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011000000000000001,0.06940649499999774,0.06940646898181814,2.601817959690944e-08,0.019406495000000062,0.019974372485844053,0.0005678774858439914,1.2783684335810507e-08,0.4302468540756825,0.4302468412919982,3.730204243374148e-16,6.1499478053750305e-06,6.14994780500201e-06,8.532412496231243e-09,0.2264430412048842,0.2264430326724717,3.2482679279253827e-09,0.10527634813376521,0.10527634488549728,2.4300620405809167e-16,2.7771412080728516e-06,2.7771412078298455e-06,9.055623160504149e-17,8.275651991148618e-07,8.275651990243056e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012,0.06929367999999778,0.0692936786738812,1.3261165776601302e-09,0.01929368000000009,0.019861582171770052,0.0005679021717699614,1.6129952754126904e-08,0.5152058568314034,0.5152058407014507,4.837000962916545e-16,5.394801363650932e-06,5.394801363167232e-06,8.93050244864292e-09,0.27292548983276704,0.2729254809022646,4.159665121018518e-09,0.12442889393912739,0.12442888977946226,2.5434303194574825e-16,2.173786716444969e-06,2.173786716190626e-06,1.1651726904004322e-16,8.312504813841387e-07,8.312504812676215e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013000000000000001,0.06917105499999782,0.06917102932846679,2.5671531025950323e-08,0.019171055000000124,0.01973893282861798,0.0005678778286178562,2.6385005923374405e-08,0.6037019463585921,0.6037019199735861,7.41552734230743e-16,3.900429849859686e-06,3.900429849118133e-06,1.0311276799576011e-08,0.32369736421850925,0.3236973539072325,4.606044348037734e-09,0.14546520145179362,0.14546519684574927,2.999434099686896e-16,2.364925248885924e-06,2.364925248585981e-06,1.283461592907246e-16,8.188151557441343e-07,8.188151556157882e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014,0.06903861999999787,0.06903859451109243,2.548890544462612e-08,0.019038620000000173,0.019606497989797203,0.0005678779897970304,2.8614157457811734e-08,0.7076594699840243,0.7076594413698668,8.425124706303385e-16,4.715997139295017e-06,4.715997138452504e-06,1.3791011867641576e-08,0.3776600298749838,0.37766001608397193,5.213106928702006e-09,0.16800585520449685,0.16800584999138993,3.9262933249511666e-16,2.6511453690540187e-06,2.6511453686613893e-06,1.4470292548580232e-16,8.084039933071526e-07,8.084039931624497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015000000000000001,0.0688963749999979,0.06889634932257813,2.5677419773773025e-08,0.018896375000000232,0.019464252835190137,0.0005678778351899047,2.6967324258035028e-08,0.7921671156253747,0.7921670886580504,7.636820878557786e-16,4.080898712607275e-06,4.0808987118435926e-06,1.5389182277147878e-08,0.4330644800299762,0.43306446464079396,6.181908190932927e-09,0.19228252491443998,0.1922825187325318,4.454198697749416e-16,2.5549269851718357e-06,2.554926984726416e-06,1.746894599790193e-16,8.136046796312714e-07,8.13604679456582e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016,0.068744319999998,0.06874429386504861,2.6134949385192563e-08,0.01874432000000031,0.019312197301399128,0.000567877301398817,3.181897761251154e-08,0.8978520532302084,0.8978520214112309,9.557365855222319e-16,6.14444164876427e-06,6.144441647808533e-06,1.7196846990754982e-08,0.48208417749531185,0.48208416029846485,6.877313803492704e-09,0.21841908560621415,0.21841907872890035,4.970973497797793e-16,2.717098600231001e-06,2.7170985997339035e-06,1.922244283478767e-16,8.498935049811012e-07,8.498935047888768e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.017,0.06858245499999806,0.06858242811036362,2.6889634435756093e-08,0.018582455000000404,0.019150331599757486,0.0005678765997570827,3.8589527281276165e-08,1.0099477744616485,1.0099477358721212,1.14127528918142e-15,5.317616823219079e-06,5.317616822077804e-06,2.2151744861559784e-08,0.550594348084805,0.5505943259330601,7.998470457641126e-09,0.24619151087554372,0.24619150287707325,6.180796068019251e-16,2.3460991910863232e-06,2.3460991904682437e-06,2.2780134357571083e-16,8.317907520728786e-07,8.317907518450773e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018000000000000002,0.0684107799999982,0.06841075232999234,2.7670005856017532e-08,0.018410780000000515,0.018978655741281863,0.0005678757412813477,5.056453665688541e-08,1.145271327503593,1.1452712769390565,1.4504287407033494e-15,5.485889895094506e-06,5.485889893644077e-06,2.5250753594071196e-08,0.6194473890490542,0.6194473637983006,8.76232313569096e-09,0.2759885422782776,0.2759885335159545,7.243743571637451e-16,2.7132964408577027e-06,2.713296440133328e-06,2.502070948319742e-16,8.518684563648231e-07,8.51868456114616e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019000000000000003,0.0682292949999983,0.06822926593661614,2.9063382159244533e-08,0.018229295000000645,0.018797169329877014,0.0005678743298763687,7.047533092970835e-08,1.268713996986322,1.268713926510991,1.985639933378309e-15,4.714009977669355e-06,4.714009975683715e-06,3.524238122136867e-08,0.6980825290749032,0.698082493832522,1.1534315447243412e-08,0.3074924720473373,0.30749246051302187,1.0325609526396635e-15,2.6289384056582393e-06,2.628938404625678e-06,3.2333378546554536e-16,8.151895134232368e-07,8.15189513099903e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.06803799999999847,0.06803796971618778,3.028381069525299e-08,0.018038000000000807,0.018605873076212014,0.0005678730762112075,5.8180450067006924e-08,1.3895178731594222,1.3895178149789722,1.746707760203445e-15,4.373251420088039e-06,4.373251418341331e-06,3.087472827696818e-08,0.763594812093962,0.7635947812192336,1.1168161155048044e-08,0.3391078012270155,0.33910779005885433,9.058959238071553e-16,2.6583144794252204e-06,2.6583144785193246e-06,3.131151790461392e-16,8.273918253111082e-07,8.273918249979931e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021,0.06783689499999865,0.06783686325426809,3.174573055819696e-08,0.017836895000000984,0.018404766680711632,0.0005678716807106486,7.826433433768281e-08,1.4691633023838306,1.4691632241194963,2.2739536148339853e-15,5.491974254082404e-06,5.49197425180845e-06,3.528350645034721e-08,0.809350060029078,0.8093500247455715,1.2865277740231597e-08,0.37233793879290844,0.3723379259276307,1.0525259744974937e-15,2.7037228146526643e-06,2.703722813600138e-06,3.6101506862114194e-16,8.184678221041128e-07,8.184678217430977e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
