case,body,indentation,element_id,centroid_x,centroid_y,centroid_z,von_mises,status,details
deformable_deformable_block_contact_stress_cloud,lower,0.07,179,0.15000000000000002,0.45000000000000007,0.21875,59869.86466984,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,180,0.25,0.44999999999999996,0.15625,45982.202632631,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,181,0.35,0.55,0.15625,39996.53400238192,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,182,0.30000000000000004,0.5,0.1875,47054.77724913134,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,183,0.25,0.55,0.21875,54243.293935925605,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,184,0.35,0.45000000000000007,0.21875,47549.530116664726,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,185,0.44999999999999996,0.44999999999999996,0.15625,39976.06638688401,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,186,0.55,0.55,0.15625,39976.06638688396,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,187,0.5,0.5,0.1875,43034.74728658255,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,188,0.45000000000000007,0.55,0.21875,45986.32556950521,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,189,0.55,0.45000000000000007,0.21875,45986.32556950526,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,190,0.65,0.44999999999999996,0.15625,39996.53400238197,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,191,0.75,0.55,0.15625,45982.202632631,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,192,0.7,0.5,0.1875,47054.77724913133,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,193,0.6499999999999999,0.55,0.21875,47549.53011666468,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,194,0.75,0.45000000000000007,0.21875,54243.2939359257,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,195,0.8500000000000001,0.44999999999999996,0.15625,50223.5455673535,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,196,0.95,0.55,0.15625,84777.75629293246,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,197,0.9,0.5,0.1875,72184.56486155695,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,198,0.8500000000000001,0.55,0.21875,59869.864669840004,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,199,0.95,0.45000000000000007,0.21875,90794.04946301722,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,200,0.05,0.65,0.15625,83035.31512623075,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,201,0.15000000000000002,0.75,0.15625,62357.49763542965,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,202,0.1,0.7,0.1875,74005.39688293234,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,203,0.05,0.75,0.21875,133034.6644930015,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,204,0.15000000000000002,0.6499999999999999,0.21875,62318.21715905878,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,205,0.25,0.65,0.15625,46959.24284471072,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,206,0.35,0.75,0.15625,46959.242844710774,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,207,0.30000000000000004,0.7,0.1875,50687.770633961925,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,208,0.25,0.75,0.21875,69961.42913982406,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,209,0.35,0.6499999999999999,0.21875,49765.81787606994,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,210,0.44999999999999996,0.65,0.15625,39996.534002381915,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,211,0.55,0.75,0.15625,45982.20263263099,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,212,0.5,0.7,0.1875,47054.77724913129,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,213,0.45000000000000007,0.75,0.21875,54243.29393592565,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,214,0.55,0.6499999999999999,0.21875,47549.530116664675,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,215,0.65,0.65,0.15625,39565.55776257647,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,216,0.75,0.75,0.15625,51441.251661278046,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,217,0.7,0.7,0.1875,51522.96000557918,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,218,0.6499999999999999,0.75,0.21875,54404.9613728134,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,219,0.75,0.6499999999999999,0.21875,54404.9613728134,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,220,0.8500000000000001,0.65,0.15625,49771.65623572503,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,221,0.95,0.75,0.15625,89364.6738896482,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,222,0.9,0.7,0.1875,75244.21621371535,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,223,0.8500000000000001,0.75,0.21875,65341.18425931517,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,224,0.95,0.6499999999999999,0.21875,92795.66684839135,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,225,0.05,0.8500000000000001,0.15625,127939.48557040066,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,226,0.15000000000000002,0.95,0.15625,127939.48557040084,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,227,0.1,0.9,0.1875,82634.48447229338,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,228,0.05,0.95,0.21875,297083.84559203795,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,229,0.15000000000000002,0.8500000000000001,0.21875,85499.91559957985,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,230,0.25,0.8500000000000001,0.15625,62357.49763542964,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,231,0.35,0.95,0.15625,83035.31512623097,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,232,0.30000000000000004,0.9,0.1875,74005.39688293247,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,233,0.25,0.95,0.21875,133034.6644930017,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,234,0.35,0.8500000000000001,0.21875,62318.21715905885,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,235,0.44999999999999996,0.8500000000000001,0.15625,50223.545567353445,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,236,0.55,0.95,0.15625,84777.75629293252,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,237,0.5,0.9,0.1875,72184.56486155698,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,238,0.45000000000000007,0.95,0.21875,90794.04946301722,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,239,0.55,0.8500000000000001,0.21875,59869.86466984003,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,240,0.65,0.8500000000000001,0.15625,49771.656235725015,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,241,0.75,0.95,0.15625,89364.67388964818,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,242,0.7,0.9,0.1875,75244.21621371536,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,243,0.6499999999999999,0.95,0.21875,92795.6668483914,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,244,0.75,0.8500000000000001,0.21875,65341.18425931517,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,245,0.8500000000000001,0.8500000000000001,0.15625,57948.52007171199,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,246,0.95,0.95,0.15625,158640.51729878664,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,247,0.9,0.9,0.1875,93981.0513322656,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,248,0.8500000000000001,0.95,0.21875,99277.98180850678,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,lower,0.07,249,0.95,0.8500000000000001,0.21875,99277.9818085068,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,0,0.05,0.05,0.24625000000000002,297083.84559203795,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,1,0.15000000000000002,0.15000000000000002,0.24625000000000002,85499.91559957982,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,2,0.1,0.1,0.2775,82634.48447229326,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,3,0.05,0.15000000000000002,0.30875,127939.48557040066,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,4,0.15000000000000002,0.05,0.30875,127939.48557040065,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,5,0.25,0.05,0.24625000000000002,133034.66449300153,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,6,0.35,0.15000000000000002,0.24625000000000002,62318.21715905885,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,7,0.30000000000000004,0.1,0.2775,74005.39688293243,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,8,0.25,0.15000000000000002,0.30875,62357.49763542964,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,9,0.35,0.05,0.30875,83035.31512623085,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,10,0.44999999999999996,0.05,0.24625000000000002,90794.0494630171,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,11,0.55,0.15000000000000002,0.24625000000000002,59869.864669840004,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,12,0.5,0.1,0.2775,72184.56486155697,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,13,0.45000000000000007,0.15000000000000002,0.30875,50223.545567353445,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,14,0.55,0.05,0.30875,84777.75629293249,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,15,0.65,0.05,0.24625000000000002,92795.66684839135,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,16,0.75,0.15000000000000002,0.24625000000000002,65341.18425931513,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,17,0.7,0.1,0.2775,75244.21621371529,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,18,0.6499999999999999,0.15000000000000002,0.30875,49771.656235725044,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,19,0.75,0.05,0.30875,89364.67388964814,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,20,0.8500000000000001,0.05,0.24625000000000002,99277.98180850674,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,21,0.95,0.15000000000000002,0.24625000000000002,99277.98180850675,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,22,0.9,0.1,0.2775,93981.0513322655,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,23,0.8500000000000001,0.15000000000000002,0.30875,57948.520071711944,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,24,0.95,0.05,0.30875,158640.51729878652,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,25,0.05,0.25,0.24625000000000002,133034.66449300153,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,26,0.15000000000000002,0.35,0.24625000000000002,62318.21715905884,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,27,0.1,0.30000000000000004,0.2775,74005.39688293241,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,28,0.05,0.35,0.30875,83035.31512623091,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,29,0.15000000000000002,0.25,0.30875,62357.49763542961,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,30,0.25,0.25,0.24625000000000002,69961.42913982403,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,31,0.35,0.35,0.24625000000000002,49765.81787606992,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,32,0.30000000000000004,0.30000000000000004,0.2775,50687.770633961976,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,33,0.25,0.35,0.30875,46959.24284471078,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,34,0.35,0.25,0.30875,46959.24284471078,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,35,0.44999999999999996,0.25,0.24625000000000002,54243.29393592564,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,36,0.55,0.35,0.24625000000000002,47549.53011666465,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,37,0.5,0.30000000000000004,0.2775,47054.77724913133,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,38,0.45000000000000007,0.35,0.30875,39996.5340023819,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,39,0.55,0.25,0.30875,45982.202632631,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,40,0.65,0.25,0.24625000000000002,54404.96137281339,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,41,0.75,0.35,0.24625000000000002,54404.96137281336,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,42,0.7,0.30000000000000004,0.2775,51522.960005579116,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,43,0.6499999999999999,0.35,0.30875,39565.557762576456,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,44,0.75,0.25,0.30875,51441.25166127801,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,45,0.8500000000000001,0.25,0.24625000000000002,65341.18425931513,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,46,0.95,0.35,0.24625000000000002,92795.66684839138,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,47,0.9,0.30000000000000004,0.2775,75244.21621371529,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,48,0.8500000000000001,0.35,0.30875,49771.656235724986,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,49,0.95,0.25,0.30875,89364.67388964815,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,50,0.05,0.44999999999999996,0.24625000000000002,90794.04946301715,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,51,0.15000000000000002,0.55,0.24625000000000002,59869.864669839975,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,52,0.1,0.5,0.2775,72184.56486155694,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,53,0.05,0.55,0.30875,84777.75629293238,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,54,0.15000000000000002,0.45000000000000007,0.30875,50223.54556735348,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,55,0.25,0.44999999999999996,0.24625000000000002,54243.29393592565,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,56,0.35,0.55,0.24625000000000002,47549.53011666465,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,57,0.30000000000000004,0.5,0.2775,47054.77724913127,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,58,0.25,0.55,0.30875,45982.20263263098,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,59,0.35,0.45000000000000007,0.30875,39996.5340023819,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,60,0.44999999999999996,0.44999999999999996,0.24625000000000002,45986.32556950519,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,61,0.55,0.55,0.24625000000000002,45986.32556950517,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,62,0.5,0.5,0.2775,43034.74728658252,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,63,0.45000000000000007,0.55,0.30875,39976.06638688395,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,64,0.55,0.45000000000000007,0.30875,39976.06638688395,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,65,0.65,0.44999999999999996,0.24625000000000002,47549.53011666465,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,66,0.75,0.55,0.24625000000000002,54243.29393592564,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,67,0.7,0.5,0.2775,47054.77724913127,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,68,0.6499999999999999,0.55,0.30875,39996.53400238188,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,69,0.75,0.45000000000000007,0.30875,45982.202632630964,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,70,0.8500000000000001,0.44999999999999996,0.24625000000000002,59869.86466984,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,71,0.95,0.55,0.24625000000000002,90794.04946301716,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,72,0.9,0.5,0.2775,72184.56486155697,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,73,0.8500000000000001,0.55,0.30875,50223.54556735345,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,74,0.95,0.45000000000000007,0.30875,84777.7562929325,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,75,0.05,0.65,0.24625000000000002,92795.66684839125,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,76,0.15000000000000002,0.75,0.24625000000000002,65341.18425931508,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,77,0.1,0.7,0.2775,75244.21621371534,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,78,0.05,0.75,0.30875,89364.67388964813,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,79,0.15000000000000002,0.6499999999999999,0.30875,49771.656235725015,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,80,0.25,0.65,0.24625000000000002,54404.96137281337,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,81,0.35,0.75,0.24625000000000002,54404.96137281339,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,82,0.30000000000000004,0.7,0.2775,51522.96000557911,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,83,0.25,0.75,0.30875,51441.25166127796,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,84,0.35,0.6499999999999999,0.30875,39565.55776257645,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,85,0.44999999999999996,0.65,0.24625000000000002,47549.53011666466,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,86,0.55,0.75,0.24625000000000002,54243.29393592563,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,87,0.5,0.7,0.2775,47054.77724913129,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,88,0.45000000000000007,0.75,0.30875,45982.202632630986,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,89,0.55,0.6499999999999999,0.30875,39996.534002381886,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,90,0.65,0.65,0.24625000000000002,49765.8178760699,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,91,0.75,0.75,0.24625000000000002,69961.42913982405,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,92,0.7,0.7,0.2775,50687.77063396195,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,93,0.6499999999999999,0.75,0.30875,46959.24284471077,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,94,0.75,0.6499999999999999,0.30875,46959.24284471078,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,95,0.8500000000000001,0.65,0.24625000000000002,62318.21715905887,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,96,0.95,0.75,0.24625000000000002,133034.66449300162,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,97,0.9,0.7,0.2775,74005.39688293244,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,98,0.8500000000000001,0.75,0.30875,62357.497635429616,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,99,0.95,0.6499999999999999,0.30875,83035.31512623093,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,100,0.05,0.8500000000000001,0.24625000000000002,99277.98180850674,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,101,0.15000000000000002,0.95,0.24625000000000002,99277.98180850683,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,102,0.1,0.9,0.2775,93981.05133226565,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,103,0.05,0.95,0.30875,158640.5172987867,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,104,0.15000000000000002,0.8500000000000001,0.30875,57948.520071711886,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,105,0.25,0.8500000000000001,0.24625000000000002,65341.18425931511,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,106,0.35,0.95,0.24625000000000002,92795.66684839138,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,107,0.30000000000000004,0.9,0.2775,75244.21621371535,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,108,0.25,0.95,0.30875,89364.67388964817,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,109,0.35,0.8500000000000001,0.30875,49771.656235725015,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,110,0.44999999999999996,0.8500000000000001,0.24625000000000002,59869.86466984002,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,111,0.55,0.95,0.24625000000000002,90794.04946301717,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,112,0.5,0.9,0.2775,72184.56486155697,ok,element von Mises stress for two-block normal contact validation
deformable_deformable_block_contact_stress_cloud,upper,0.07,113,0.45000000000000007,0.95,0.30875,84777.7562929325,ok,element von Mises stress for two-block normal contact validation
