source,metric,l2_relative_error,max_abs_error,status
sfc_lagrangian_sdf,sphere_mean_uz,0.004906068779745771,9.456679686579463e-05,computed
sfc_lagrangian_sdf,beam_tip_mean_uz,0.025439952821151454,0.0005843273989037563,computed
sfc_lagrangian_sdf,min_gap,,,missing
