case,element_type,reference_scope,dynamic_sdf_backend,pressure_stiffness,nodes,elements,calculix_force_reference_z_abs,calculix_total_contact_spring_energy,calculix_raw_cels_row_count,calculix_rf_z_sum,max_postprocessed_von_mises,max_postprocessed_engineering_strain_norm,max_calculix_displacement_magnitude,visualization_deformation_scale,sfc_c3d8_static_active_contact_count,sfc_c3d8_static_min_gap,sfc_c3d8_static_contact_energy,sfc_c3d8_static_contact_spring_count,sfc_c3d8_displacement_l2_rel_error,sfc_c3d8_displacement_linf_abs_error,sfc_c3d8_strain_l2_rel_error,sfc_c3d8_stress_l2_rel_error,sfc_c3d8_von_mises_l2_rel_error,sfc_c3d8_strain_norm_l2_rel_error,sfc_c3d8_max_von_mises_abs_error,sfc_c3d8_max_engineering_strain_norm_abs_error,sfc_dynamic_sdf_contact_force_x,sfc_dynamic_sdf_contact_force_y,sfc_dynamic_sdf_contact_force_z,sfc_dynamic_sdf_contact_force_norm,sfc_dynamic_sdf_contact_energy,sfc_dynamic_sdf_min_gap,sfc_dynamic_sdf_max_penetration,sfc_dynamic_sdf_active_quadrature_count,sfc_dynamic_sdf_master_triangle_count,sfc_dynamic_sdf_slave_quadrature_count,contact_force_rel_error,contact_energy_rel_error,status
calculix_contactenergy_c3d8_replay,c3d8,contact_law_energy_replay_not_tet4_trajectory,current_surface_triangulated_c3d8_faces,10000000.0,16,2,4.0,2.00001e-05,0,-4.440892098500626e-16,100.0004565,0.00047619265000000007,0.0001242862,1000.0,4,-1.0000050385817965e-05,2.00001007595076e-05,4,0.37087960200929965,3.0735959360019184e-05,0.014331920692607011,0.007165960357991534,0.0018828589182671497,0.0012647931487079407,0.1884373132499002,6.027667903286492e-07,0.0,1.11021743137707e-11,3.999999848082693,3.999999848082693,2.000009924032692e-05,-1.0000049999958627e-05,1.0000049999958627e-05,2,2,2,3.797932679461269e-08,3.798346405165345e-08,ok
