time,sfc_z_cm,abaqus_z_cm,z_cm_abs_error,sfc_min_gap,abaqus_min_gap,min_gap_abs_error,sfc_max_von_mises,abaqus_max_von_mises,von_mises_abs_error,sfc_max_strain_norm,abaqus_max_strain_norm,strain_norm_abs_error,sfc_p95_von_mises,abaqus_p95_von_mises,p95_von_mises_abs_error,sfc_volume_mean_von_mises,abaqus_volume_mean_von_mises,volume_mean_von_mises_abs_error,sfc_p95_strain_norm,abaqus_p95_strain_norm,p95_strain_norm_abs_error,sfc_volume_mean_strain_norm,abaqus_volume_mean_strain_norm,volume_mean_strain_norm_abs_error,sfc_normal_force_z,abaqus_normal_force_z,normal_force_z_abs_error,sfc_contact_energy,abaqus_contact_energy,contact_energy_abs_error,sfc_active_contact_area,abaqus_active_contact_area,active_contact_area_abs_error
0.018000000000000002,0.06841077999999767,0.06841075882529701,2.1174700659543078e-08,0.018410780000000022,0.018978662404173917,0.0005678824041738945,6.298880064164169e-09,0.11389379588557753,0.11389378958669746,1.8699244177365366e-15,5.488001220079446e-06,5.488001218209522e-06,3.3821765246327472e-09,0.06713315702379974,0.06713315364162321,1.7352316986761439e-09,0.030382098765503966,0.030382097030272268,9.598915264383074e-16,2.6209122354566035e-06,2.620912234496712e-06,4.907262858624411e-16,8.471328371973592e-07,8.471328367066329e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019000000000000003,0.06822929499999772,0.06822927097890555,2.4021092170922742e-08,0.01822929500000003,0.01879717449736679,0.0005678794973667592,5.354374285173789e-09,0.13365722198764973,0.13365721663327546,1.588424049198716e-15,4.823490819339634e-06,4.82349081775121e-06,3.5377016479180207e-09,0.07559599654155069,0.07559599300384905,1.8798454099925925e-09,0.034270887701168665,0.03427088582132325,9.744436211592789e-16,2.7822452874562313e-06,2.7822452864817877e-06,5.249195674116525e-16,8.375096893015404e-07,8.375096887766208e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.06803799999999771,0.06803797263643871,2.7363559002013815e-08,0.01803800000000004,0.018605876148368023,0.000567876148367983,5.776739592705728e-09,0.14104084217246898,0.1410408363957294,1.7544522828005563e-15,5.569439738280466e-06,5.569439736526013e-06,3.872909484676101e-09,0.08085690761422683,0.08085690374131735,2.0846333762461363e-09,0.03699682094107255,0.03699681885643918,1.086163143475321e-15,2.7015591020873653e-06,2.7015591010012022e-06,5.851260090097908e-16,8.214935729316524e-07,8.214935723465263e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021,0.06783689499999772,0.0678368635705596,3.142943812151078e-08,0.017836895000000044,0.018404767001150697,0.000567872001150653,7.119699861553553e-09,0.1621017514502907,0.16210174433059085,1.845376878476438e-15,4.968434149259443e-06,4.968434147414066e-06,4.533081879489598e-09,0.08869416951940516,0.08869416498632328,2.347850456226362e-09,0.040793079295510556,0.0407930769476601,1.2947325779615832e-15,2.7351019618835537e-06,2.735101960588821e-06,6.642687361961731e-16,7.942120036200522e-07,7.942120029557835e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022000000000000002,0.06762597999999773,0.06762594376821922,3.6231778507977985e-08,0.017625980000000062,0.0181938472611081,0.0005678672611080376,8.363543462576036e-09,0.17221659324241992,0.17221658487887645,2.474655777225953e-15,5.513779937515845e-06,5.513779935041189e-06,5.054343220821338e-09,0.09544635412314534,0.09544634906880212,2.7187568320264163e-09,0.0439140898890146,0.04391408717025777,1.3994030933594206e-15,2.63464617183675e-06,2.634646170437347e-06,7.662154485095467e-16,8.241409000742449e-07,8.241408993080295e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023000000000000003,0.06740525499999776,0.06740521312322709,4.187677067613027e-08,0.017405255000000088,0.017973116592639792,0.000567861592639704,9.213417337221455e-09,0.18750966360443347,0.18750965439101613,2.7674554281546353e-15,4.331967875957719e-06,4.331967873190263e-06,5.4532425483083806e-09,0.10582468029208672,0.10582467483884417,2.9229071619281323e-09,0.04738621898085259,0.04738621605794543,1.5362069293366685e-15,2.802893962896697e-06,2.80289396136049e-06,8.196769230106873e-16,8.113331147430373e-07,8.113331139233604e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024,0.06717471999999779,0.06717469629059059,2.3709407201422117e-08,0.017174720000000105,0.017742599718099772,0.0005678797180996668,1.2039826029617815e-08,0.20272550422583682,0.2027254921860108,3.5394424853030316e-15,6.328773432092969e-06,6.328773428553527e-06,5.705081761091281e-09,0.11072902701763046,0.1107290213125487,3.086853489373746e-09,0.05043035683326066,0.05043035374640717,1.6279045569418315e-15,3.4254203499061206e-06,3.425420348278216e-06,8.644601109569699e-16,8.479128116789895e-07,8.479128108145294e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025,0.06693437499999781,0.06693431961056079,5.5389437023101173e-08,0.01693437500000014,0.017502223087295453,0.0005678480872953126,9.965447406791216e-09,0.2166409727647913,0.2166409627993439,2.970764579578232e-15,5.308866590748497e-06,5.308866587777732e-06,6.203103875933544e-09,0.12171991875908814,0.12171991255598426,3.1556227845543145e-09,0.055299832742269094,0.05529982958664631,1.7117049106842748e-15,2.4580227355778188e-06,2.458022733866114e-06,8.838436795406469e-16,8.363996924469138e-07,8.363996915630701e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026000000000000002,0.06668421999999784,0.06668415674462444,6.325537339757492e-08,0.016684220000000163,0.017252060190999226,0.0005678401909990638,8.979093928409813e-09,0.23464065411487148,0.23464064513577754,2.6886177627506506e-15,6.737666997865878e-06,6.73766699517726e-06,6.540144606513435e-09,0.13047174547474963,0.130471738934605,3.3252549791125263e-09,0.05909704841489232,0.05909704508963734,1.83620455247976e-15,2.868398673216511e-06,2.8683986713803067e-06,9.414238313457592e-16,8.516252806238175e-07,8.516252796823936e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.027000000000000003,0.06642425499999788,0.06642418309565061,7.190434726800365e-08,0.0164242550000002,0.016992086387995934,0.000567831387995734,9.682037882922842e-09,0.24689027568998362,0.24689026600794572,2.8893197154243545e-15,5.067694810068372e-06,5.067694807179052e-06,6.773513758694204e-09,0.14154944558135535,0.1415494388078416,3.6684073991464366e-09,0.06368043786657555,0.06368043419816816,1.914842892327337e-15,2.7825864986704793e-06,2.7825864967556364e-06,1.0344967952456408e-15,8.14684647103801e-07,8.146846460693042e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028,0.06615447999999793,0.06615439845512328,8.15448746582792e-08,0.01615448000000025,0.016722301925917175,0.0005678219259169261,1.2556067118233393e-08,0.2660023788271707,0.2660023662711036,3.554628237319114e-15,5.5477741874057475e-06,5.5477741838511196e-06,6.743930148406675e-09,0.1503091536728331,0.15030914692890296,3.763552528785134e-09,0.0687638438973389,0.06876384013378638,1.9560191001184194e-15,3.200093703262371e-06,3.200093701306352e-06,1.0613726334216203e-15,8.615225496526852e-07,8.615225485913126e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029,0.06587489499999795,0.06587480219656698,9.280343096773613e-08,0.01587489500000027,0.01644270561880435,0.0005678106188040793,1.1605060235402147e-08,0.2851781224188661,0.28517811081380584,3.2612259583811003e-15,4.985660975124016e-06,4.98566097186279e-06,8.022407331609928e-09,0.16194258599445516,0.16194257797204784,3.978075250862293e-09,0.07295231459649065,0.07295231061841541,2.3596293271545166e-15,2.9162336535585997e-06,2.9162336511989705e-06,1.1206320517775439e-15,8.609886948454015e-07,8.609886937247695e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
