case,fixed_dt,duration,output_interval,input_file,odb_file,vtk_dir,analysis_wall_seconds,odb_to_vtk_wall_seconds,energy_extract_wall_seconds,total_wall_seconds,node_count,element_count,contact_stiffness,contact_damping_fraction,bulk_viscosity_linear,bulk_viscosity_quadratic,status,error_message,energy_history_csv
dt_5em06,5e-06,1.0,0.001,E:\workspace\sdf-fem-pro\results\abaqus_explicit_linear_soft_E5e6_no_contact_damping_1s\dt_5em06\abaqus_run\sphere_drop_explicit_linear_dt_5em06.inp,E:\workspace\sdf-fem-pro\results\abaqus_explicit_linear_soft_E5e6_no_contact_damping_1s\dt_5em06\abaqus_run\sphere_drop_explicit_linear_dt_5em06.odb,E:\workspace\sdf-fem-pro\results\abaqus_explicit_linear_soft_E5e6_no_contact_damping_1s\dt_5em06\vtk,43.39265190018341,51.90034419996664,0.4566465998068452,95.75483019975945,272,529,5000000000.0,0.0,0.0,0.0,completed,,E:\workspace\sdf-fem-pro\results\abaqus_explicit_linear_soft_E5e6_no_contact_damping_1s\dt_5em06\abaqus_energy_history.csv
