case,external_solver,resolution,element_id,centroid_x,centroid_y,centroid_z,von_mises_sfc,von_mises_external,von_mises_abs_error,status,details
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,80,0.41666666666666663,0.15,0.08333333333333334,166.96195795322222,166.96195795323695,1.4722445484949276e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,81,0.5833333333333333,0.18333333333333338,0.08333333333333334,58.954597873888154,58.954597873886044,2.1103119252074976e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,82,0.5,0.16666666666666669,0.1,83.73159243341738,83.7315924334242,6.821210263296962e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,83,0.41666666666666663,0.18333333333333338,0.11666666666666667,169.0902948589276,169.0902948589402,1.261923898709938e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,84,0.5833333333333333,0.15000000000000002,0.11666666666666667,66.13759070590233,66.13759070589964,2.6858515411731787e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,85,0.7499999999999999,0.15,0.08333333333333334,90.25922676835455,90.25922676834821,6.338041202980094e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,86,0.9166666666666666,0.18333333333333338,0.08333333333333334,20.08623300238586,20.086233002379725,6.135536523288465e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,87,0.8333333333333333,0.16666666666666669,0.1,48.06242204059077,48.0624220405884,2.3661073100811336e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,88,0.75,0.18333333333333338,0.11666666666666667,95.52360976667798,95.52360976666965,8.327560863108374e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,89,0.9166666666666666,0.15000000000000002,0.11666666666666667,20.059422648641934,20.059422648638527,3.4070524179696804e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,90,0.08333333333333333,0.016666666666666666,0.15000000000000002,220.9368234019483,220.93682340198578,3.7488234738702886e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,91,0.25,0.05,0.15000000000000002,140.73236055826519,140.7323605582759,1.071498445526231e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,92,0.16666666666666666,0.03333333333333333,0.16666666666666669,148.2814396451382,148.2814396451555,1.730882104311604e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,93,0.08333333333333333,0.05,0.18333333333333338,251.9238711242512,251.9238711242911,3.9904080040287226e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,94,0.25,0.016666666666666666,0.18333333333333338,194.33394148632345,194.3339414863406,1.7138290786533616e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,95,0.41666666666666663,0.016666666666666666,0.15000000000000002,151.059048982524,151.05904898253834,1.4352963262354024e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,96,0.5833333333333333,0.05,0.15000000000000002,70.49710927362369,70.49710927362281,8.810729923425242e-13,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,97,0.5,0.03333333333333333,0.16666666666666669,90.43864607671769,90.43864607672377,6.0822458181064576e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,98,0.41666666666666663,0.05,0.18333333333333338,182.11234639130856,182.11234639132314,1.4580336937797256e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,99,0.5833333333333333,0.016666666666666666,0.18333333333333338,102.01727185841207,102.01727185841384,1.7621459846850485e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,100,0.7499999999999999,0.016666666666666666,0.15000000000000002,83.71964877982589,83.71964877982434,1.5489831639570184e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,101,0.9166666666666666,0.05,0.15000000000000002,14.540940427868552,14.540940427871952,3.3999469906120794e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,102,0.8333333333333333,0.03333333333333333,0.16666666666666669,42.82447314773982,42.82447314774068,8.597567102697212e-13,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,103,0.75,0.05,0.18333333333333338,89.45560498769878,89.45560498769557,3.211653165635653e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,104,0.9166666666666666,0.016666666666666666,0.18333333333333338,29.768803402425597,29.7688034024296,4.0039083160081645e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,105,0.08333333333333333,0.08333333333333333,0.15000000000000002,224.65096160848265,224.65096160851962,3.6976643968955614e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,106,0.25,0.11666666666666667,0.15000000000000002,142.77318230854573,142.77318230855778,1.2050804798491299e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,107,0.16666666666666666,0.1,0.16666666666666669,148.62173648742038,148.6217364874383,1.793409865058493e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,108,0.08333333333333333,0.11666666666666667,0.18333333333333338,255.3860937608881,255.3860937609276,3.950617610826157e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,109,0.25,0.08333333333333334,0.18333333333333338,187.7122450748014,187.71224507481978,1.8388846001471393e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,110,0.41666666666666663,0.08333333333333333,0.15000000000000002,159.3382022491925,159.33820224920612,1.361399881716352e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,111,0.5833333333333333,0.11666666666666667,0.15000000000000002,72.69474795440875,72.69474795440783,9.237055564881302e-13,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,112,0.5,0.1,0.16666666666666669,98.04183662735956,98.04183662736516,5.5990767577895895e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,113,0.41666666666666663,0.11666666666666667,0.18333333333333338,184.2223176871754,184.22231768718993,1.4523493518936448e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,114,0.5833333333333333,0.08333333333333334,0.18333333333333338,106.80195778938518,106.80195778938813,2.9416469260468148e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,115,0.7499999999999999,0.08333333333333333,0.15000000000000002,84.09612640225826,84.0961264022545,3.765876499528531e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,116,0.9166666666666666,0.11666666666666667,0.15000000000000002,17.591633052483008,17.591633052484553,1.545430450278218e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,117,0.8333333333333333,0.1,0.16666666666666669,46.30390306184214,46.30390306183976,2.3803181647963356e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,118,0.75,0.11666666666666667,0.18333333333333338,93.14395033526846,93.14395033526442,4.035882739117369e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,119,0.9166666666666666,0.08333333333333334,0.18333333333333338,29.74307600020539,29.743076000208536,3.1441516057384433e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,120,0.08333333333333333,0.15,0.15000000000000002,225.97034743979148,225.97034743982752,3.603872755775228e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,121,0.25,0.18333333333333338,0.15000000000000002,139.24879134245774,139.2487913424704,1.2676082405960187e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,122,0.16666666666666666,0.16666666666666669,0.16666666666666669,148.44560671461846,148.44560671463753,1.907096702780109e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,123,0.08333333333333333,0.18333333333333338,0.18333333333333338,255.748512146618,255.74851214665696,3.8966163629083894e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,124,0.25,0.15000000000000002,0.18333333333333338,194.5594867823751,194.55948678239548,2.0378365661599673e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,125,0.41666666666666663,0.15,0.15000000000000002,161.52247231097223,161.52247231098534,1.3102408047416247e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,126,0.5833333333333333,0.18333333333333338,0.15000000000000002,71.07617636918414,71.07617636918353,6.110667527536862e-13,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,127,0.5,0.16666666666666669,0.16666666666666669,103.49842818912151,103.49842818912732,5.8122395785176195e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,128,0.41666666666666663,0.18333333333333338,0.18333333333333338,197.19755146946363,197.19755146947836,1.4722445484949276e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,129,0.5833333333333333,0.15000000000000002,0.18333333333333338,112.61609454682626,112.61609454682821,1.9468870959826745e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,130,0.7499999999999999,0.15,0.15000000000000002,86.03548953631743,86.0354895363114,6.0254023992456496e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,131,0.9166666666666666,0.18333333333333338,0.15000000000000002,24.47233184264605,24.472331842642088,3.9612757518625585e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,132,0.8333333333333333,0.16666666666666669,0.16666666666666669,51.9973636315016,51.99736363149843,3.169020601490047e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,133,0.75,0.18333333333333338,0.18333333333333338,101.83228862004505,101.83228862003709,7.958078640513122e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,3,134,0.9166666666666666,0.15000000000000002,0.18333333333333338,35.54750168481255,35.54750168481329,7.389644451905042e-13,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,0,0.0625,0.0125,0.0125,313.703645565761,313.7036455655373,2.2373569663614035e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,1,0.1875,0.037500000000000006,0.0125,278.20524611757384,278.20524611734436,2.2947688194108196e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,2,0.125,0.025,0.025,206.71694167166612,206.71694167150065,1.6547119230381213e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,3,0.0625,0.037500000000000006,0.037500000000000006,265.0645794334765,265.06457943327416,2.0236257114447653e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,4,0.1875,0.0125,0.037500000000000006,201.35100095950463,201.3510009593524,1.5222667570924386e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,5,0.3125,0.0125,0.0125,280.0835212474925,280.0835212473127,1.7979573385673575e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,6,0.4375,0.037500000000000006,0.0125,206.6999196955664,206.69991969541994,1.4645706869487185e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,7,0.375,0.025,0.025,169.3380819889718,169.3380819888456,1.261923898709938e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,8,0.3125,0.037500000000000006,0.037500000000000006,219.08365413649784,219.0836541363498,1.4804868442297447e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,9,0.4375,0.0125,0.037500000000000006,140.52385432320406,140.5238543231192,8.486722435918637e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,10,0.5625,0.0125,0.0125,189.99435937499823,189.99435937488232,1.1590373105718754e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,11,0.6875,0.037500000000000006,0.0125,116.11289245753363,116.11289245748958,4.405364961712621e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,12,0.625,0.025,0.025,110.62857751240331,110.62857751232723,7.608491614519153e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,13,0.5625,0.037500000000000006,0.037500000000000006,151.12702197646067,151.12702197636233,9.833911462919787e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,14,0.6875,0.0125,0.037500000000000006,74.30714694483008,74.30714694481689,1.318767317570746e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,15,0.8125,0.0125,0.0125,97.33993046179306,97.33993046176165,3.140598892059643e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,16,0.9375,0.037500000000000006,0.0125,42.528243110479366,42.528243110464814,1.4551915228366852e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,17,0.875,0.025,0.025,54.640105083495456,54.64010508347501,2.0449419935175683e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,18,0.8125,0.037500000000000006,0.037500000000000006,80.13475763333538,80.13475763331688,1.850253283919301e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,19,0.9375,0.0125,0.037500000000000006,34.122758840966256,34.12275884095495,1.1304734925943194e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,20,0.0625,0.0625,0.0125,314.4287033861488,314.4287033859085,2.403339749434963e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,21,0.1875,0.0875,0.0125,268.82764218480577,268.82764218456407,2.416982169961557e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,22,0.125,0.07500000000000001,0.025,207.90638466892844,207.90638466873781,1.9062440514971968e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,23,0.0625,0.0875,0.037500000000000006,263.7653623970603,263.7653623968523,2.0799006961169653e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,24,0.1875,0.0625,0.037500000000000006,205.2799273592933,205.27992735911926,1.7405454855179414e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,25,0.3125,0.0625,0.0125,263.5381664563831,263.5381664562037,1.793978299247101e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,26,0.4375,0.0875,0.0125,200.7843235842845,200.78432358412923,1.552677986182971e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,27,0.375,0.07500000000000001,0.025,165.61800097662456,165.61800097648282,1.4173906492942479e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,28,0.3125,0.0875,0.037500000000000006,216.31392293585606,216.31392293570357,1.524824710941175e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,29,0.4375,0.0625,0.037500000000000006,144.92818675511245,144.92818675500993,1.0251710591546725e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,30,0.5625,0.0625,0.0125,177.15395005759697,177.15395005748917,1.078035438695224e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,31,0.6875,0.0875,0.0125,110.77337760515111,110.77337760510136,4.9752202357922215e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,32,0.625,0.07500000000000001,0.025,104.92180218777402,104.92180218769371,8.030553999560652e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,33,0.5625,0.0875,0.037500000000000006,147.22597960004978,147.22597959995602,9.376321941090282e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,34,0.6875,0.0625,0.037500000000000006,74.99513940064563,74.9951394006296,1.602984411874786e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,35,0.8125,0.0625,0.0125,88.12563599184875,88.1256359918258,2.2950530365051236e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,36,0.9375,0.0875,0.0125,37.419521263459,37.41952126344927,9.734435479913373e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,37,0.875,0.07500000000000001,0.025,49.140166099148416,49.140166099130866,1.7550405573274475e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,38,0.8125,0.0875,0.037500000000000006,77.29207415490974,77.29207415488732,2.2424728740588762e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,39,0.9375,0.0625,0.037500000000000006,26.870803535344592,26.870803535334723,9.869438599707792e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,40,0.0625,0.11250000000000002,0.0125,311.2815499559639,311.2815499557127,2.511910679459106e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,41,0.1875,0.1375,0.0125,265.2568877768822,265.256887776621,2.6119550966541283e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,42,0.125,0.125,0.025,207.78468515211773,207.7846851519067,2.1103119252074976e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,43,0.0625,0.1375,0.037500000000000006,259.8080955127342,259.80809551252383,2.1037749320385046e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,44,0.1875,0.11250000000000002,0.037500000000000006,201.7141846460774,201.71418464588862,1.8877699403674342e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,45,0.3125,0.11250000000000002,0.0125,259.3310242774725,259.3310242772838,1.887201506178826e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,46,0.4375,0.1375,0.0125,196.56962886371608,196.56962886354796,1.681144112808397e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,47,0.375,0.125,0.025,160.75570819787995,160.75570819772722,1.5273826647899114e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,48,0.3125,0.1375,0.037500000000000006,213.55212115438152,213.5521211542231,1.5842260836507194e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,49,0.4375,0.11250000000000002,0.037500000000000006,142.50309862737348,142.5030986272609,1.1257839105383027e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,50,0.5625,0.11250000000000002,0.0125,171.91264085131115,171.91264085120397,1.0717826626205351e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,51,0.6875,0.1375,0.0125,106.00865019704118,106.00865019699046,5.071854047855595e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,52,0.625,0.125,0.025,99.23239136220326,99.23239136212194,8.131451068038587e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,53,0.5625,0.1375,0.037500000000000006,144.22435867858823,144.2243586784954,9.282530299969949e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,54,0.6875,0.11250000000000002,0.037500000000000006,72.18855895274024,72.18855895271678,2.3462121134798508e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,55,0.8125,0.11250000000000002,0.0125,84.43750596319013,84.43750596316598,2.4158453015843406e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,56,0.9375,0.1375,0.0125,33.37234312507209,33.372343125058656,1.3436363133223495e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,57,0.875,0.125,0.025,44.83147880902099,44.83147880900305,1.794120407794253e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,58,0.8125,0.1375,0.037500000000000006,75.89515918984702,75.89515918982858,1.84456894203322e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,59,0.9375,0.11250000000000002,0.037500000000000006,22.47803004934672,22.47803004934496,1.7621459846850485e-12,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,60,0.0625,0.1625,0.0125,305.78881596237375,305.78881596211386,2.5988811103161424e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,61,0.1875,0.1875,0.0125,279.7969930888345,279.7969930885297,3.047944119316526e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,62,0.125,0.175,0.025,209.1382289293019,209.13822892907078,2.311253410880454e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,63,0.0625,0.1875,0.037500000000000006,252.82890778246488,252.82890778225536,2.0952484192093834e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,64,0.1875,0.16250000000000003,0.037500000000000006,199.70918737874015,199.7091873785344,2.057447545666946e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,65,0.3125,0.1625,0.0125,260.64848177936796,260.6484817791634,2.0457946448004805e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,66,0.4375,0.1875,0.0125,194.33222318847743,194.3322231882926,1.8482637642591726e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,67,0.375,0.175,0.025,151.21318760002518,151.2131875998727,1.524824710941175e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,68,0.3125,0.1875,0.037500000000000006,200.47788661172507,200.47788661157264,1.524256276752567e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,69,0.4375,0.16250000000000003,0.037500000000000006,139.30658417352598,139.30658417340268,1.2329337550909258e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,70,0.5625,0.1625,0.0125,167.91809301614774,167.91809301604087,1.0686562745831907e-10,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,71,0.6875,0.1875,0.0125,102.02934131696573,102.02934131690898,5.67439428778016e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,72,0.625,0.175,0.025,93.23541192664973,93.23541192657447,7.526068657170981e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,73,0.5625,0.1875,0.037500000000000006,138.53241332238156,138.53241332229246,8.910205906431656e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
cantilever_external_open_source_fem_stress_cloud,scikit-fem,4,74,0.6875,0.16250000000000003,0.037500000000000006,68.45232970909277,68.4523297090688,2.3959501049830578e-11,ok,element-centroid von Mises comparison for projected x-z stress cloud
