problem,step,closure_mm,sfc_displacement_l2_norm,sfc_max_von_mises_MPa,sfc_max_strain_norm,sfc_max_correction_norm,sfc_step_wall_seconds,sfc_contact_evaluations,sfc_field_update_total_seconds,sfc_query_total_seconds,sfc_linear_solve_total_seconds,sfc_other_total_seconds,sfc_field_update_seconds,sfc_query_seconds,sfc_contact_backend,sfc_quadrature_order,sfc_sdf_spacing_scale,sfc_relaxation,sfc_max_iterations,sfc_batch_projection_threshold,sfc_projection_mode,sfc_quadrature_points,sfc_active_samples,sfc_min_gap_mm,sfc_max_penetration_mm
problem_1,21,0.03303,0.01611515853221614,1047.0277491893285,0.02227630934745286,5.0356792314165e-06,0.5467270999215543,4,0.5041145998984575,0.013549300376325846,0.021478500682860613,0.007584698963910341,0.12555099977180362,0.0033058002591133118,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,2184,528,-0.022619590384590646,0.022619590384590646
problem_3,1,8.933333333333333e-05,0.0,0.0,0.0,0.0,0.04054079996421933,1,0.028251499868929386,0.0046687000431120396,0.0065391999669373035,0.0010814000852406025,0.028251499868929386,0.0046687000431120396,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,0,2.404743511608119e-07,0.0
problem_3,2,0.00017866666666666665,1.1089432209509078e-05,0.44254144371269255,9.364885695929696e-06,6.910997256554818e-07,0.17258840007707477,4,0.11850460059940815,0.020206999965012074,0.02879999950528145,0.0050768000073730946,0.029194700066000223,0.005054499953985214,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,96,-8.38119655740565e-05,8.38119655740565e-05
problem_3,3,0.000268,3.185991814784947e-05,1.2714208158987623,2.6905312030272115e-05,1.294428467561076e-06,0.16605080012232065,4,0.11357649974524975,0.02067940030246973,0.02730640023946762,0.0044884998351335526,0.02805069973692298,0.005158400163054466,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,96,-0.00016306676195992483,0.00016306676195992483
problem_3,4,0.0003573333333333333,5.49105010529674e-05,2.191295091825995,4.637135952159278e-05,1.222780369119905e-06,0.16162339970469475,4,0.11201500007882714,0.019671800080686808,0.025777299888432026,0.004159299656748772,0.02842780016362667,0.004915299825370312,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,128,-0.00024101415005222385,0.00024101415005222385
problem_3,5,0.00044666666666666666,8.167760991500256e-05,3.2594877776801865,6.897609631351193e-05,1.4199406643838189e-06,0.1736778998747468,4,0.1211699997074902,0.02059410000219941,0.027063999325037003,0.00484980084002018,0.026951899752020836,0.005022300407290459,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,128,-0.00031720177118683436,0.00031720177118683436
problem_3,6,0.000536,0.00010850327707337127,4.3300209992142715,9.163039783895877e-05,1.4230683541038326e-06,0.16739899991080165,4,0.11701539997011423,0.020141799934208393,0.025986500084400177,0.004255299922078848,0.030959799885749817,0.005050499923527241,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,128,-0.0003933078887254266,0.0003933078887254266
problem_3,7,0.0006253333333333333,0.0001426823164323417,5.694008189631836,0.00012049471495391512,1.3120353476869423e-06,0.17256420012563467,4,0.1166626000776887,0.021325800102204084,0.02925780089572072,0.005317999050021172,0.030164299998432398,0.0055391001515090466,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,160,-0.0004657570094544132,0.0004657570094544132
problem_3,8,0.0007146666666666666,0.00017894758912013534,7.141254055360415,0.0001511209815109736,1.3922517262568786e-06,0.16606590012088418,4,0.11545729963108897,0.019915500190109015,0.02637639967724681,0.0043167006224393845,0.02621039981022477,0.00480730039998889,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,160,-0.0005372292392487312,0.0005372292392487312
problem_3,9,0.000804,0.0002152646642742074,8.59057289478278,0.000181791168622215,1.2650324467822005e-06,0.17256000032648444,4,0.1172662996686995,0.020225699990987778,0.02997429994866252,0.005093700718134642,0.029366199858486652,0.004909999668598175,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,160,-0.0006086196186147544,0.0006086196186147544
problem_3,10,0.0008933333333333333,0.0002603563441645778,10.390069139144002,0.000219871812137894,1.0994018281860147e-06,0.16516429977491498,4,0.11174899991601706,0.020492299925535917,0.027831800282001495,0.005091199651360512,0.02592100016772747,0.004810300190001726,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,224,-0.0006756726125432736,0.0006756726125432736
problem_3,11,0.0009826666666666666,0.00031116906388302607,12.41789296427318,0.0002627843791433831,7.062316666472331e-07,0.16920490004122257,4,0.11602040007710457,0.02040219958871603,0.027865299955010414,0.00491700042039156,0.029068700037896633,0.00503679970279336,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,288,-0.000739842176742248,0.000739842176742248
problem_3,12,0.001072,0.0003657065699293344,14.594376099507171,0.0003088429809257179,7.610584872456321e-07,0.1716827000491321,4,0.1159707996994257,0.02144489996135235,0.029016700107604265,0.005250300280749798,0.028253300115466118,0.005060099996626377,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,288,-0.0008022963920602215,0.0008022963920602215
problem_3,13,0.0011613333333333334,0.00042025169940941207,16.771175397900315,0.0003549083856965863,7.668742484840066e-07,0.16437980020418763,4,0.11155739985406399,0.020347299985587597,0.027561499271541834,0.004913601092994213,0.027370200026780367,0.005397200118750334,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,288,-0.0008647329230955247,0.0008647329230955247
problem_3,14,0.0012506666666666669,0.00047653804074907825,19.01748397928483,0.0004024448700355364,4.598168595694281e-07,0.1594088999554515,4,0.10936920018866658,0.019817300140857697,0.025776700116693974,0.004445699509233236,0.02656830009073019,0.0048825000412762165,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,320,-0.0009262207781329249,0.0009262207781329249
problem_3,15,0.0013399999999999998,0.0005375133498376105,21.450934733653778,0.00045394181180653093,5.129586552876968e-07,0.16359939984977245,4,0.11286159977316856,0.02027569944038987,0.02572469972074032,0.0047374009154737,0.029278500005602837,0.004907699767500162,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,320,-0.000985495985669675,0.000985495985669675
problem_3,16,0.0014293333333333332,0.0005984926151841016,23.884558765594395,0.0005054425682229392,5.407018400463958e-07,0.15826399996876717,4,0.107306900434196,0.02053010044619441,0.025808499660342932,0.004618499428033829,0.026739200111478567,0.004935100208967924,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,320,-0.0010447597279908656,0.0010447597279908656
problem_3,17,0.0015186666666666666,0.0006594804238731663,26.318539541221828,0.0005569510170044215,5.183554839129458e-07,0.16957970010116696,4,0.11259400052949786,0.022240199614316225,0.02933719987049699,0.005408300086855888,0.028547900263220072,0.005453699734061956,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,320,-0.001103998753974948,0.001103998753974948
problem_3,18,0.0016080000000000003,0.0007236288921082066,28.878673308089997,0.0006111293047148387,5.277223128592031e-07,0.1659090002067387,4,0.11011889949440956,0.02134929969906807,0.028955799993127584,0.005485001020133495,0.025903200265020132,0.005130799952894449,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,352,-0.0011616820482172076,0.0011616820482172076
problem_3,19,0.0016973333333333332,0.0007879315882280626,31.444975053781825,0.0006654382834058305,5.925369874142993e-07,0.1687200996093452,4,0.113177299965173,0.02121400088071823,0.028663700446486473,0.005665098316967487,0.02620120020583272,0.005262000020593405,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,352,-0.0012193072042465474,0.0012193072042465474
problem_3,20,0.0017866666666666667,0.0008541658350211376,34.08839493152424,0.000721379422244508,5.98143123416136e-07,0.16010090010240674,4,0.10941500030457973,0.02050940040498972,0.02571399975568056,0.004462499637156725,0.027136800345033407,0.00503679970279336,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,416,-0.0012759229766010475,0.0012759229766010475
problem_3,21,0.001876,0.0009250981605719571,36.919332588252615,0.00078128908672617,6.917017446995675e-07,0.1620326996780932,4,0.11131959967315197,0.02073800005018711,0.02567269979044795,0.004302400164306164,0.027284800074994564,0.0052372002974152565,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,448,-0.0013302632149078653,0.0013302632149078653
problem_4,1,0.001399888917154969,0.011443428231343802,7.691654426371664,4.446293780686064e-05,1.6384167613770766e-06,3.3117638998664916,4,3.006044900044799,0.014821599703282118,0.2863178001716733,0.004579599946737289,0.7610578001476824,0.0037660999223589897,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.0007744260559668683,0.0007744260559668683
problem_4,2,0.002799777834309938,0.02288698607413879,15.381213436870627,8.891376943648338e-05,1.4970647787145216e-06,3.256949200294912,4,2.9424088997766376,0.016322399955242872,0.29306430043652654,0.005153600126504898,0.7516536000184715,0.00447160005569458,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.0015486900281825467,0.0015486900281825467
problem_4,3,0.004199666751464906,0.034330530055730016,23.07094268013043,0.00013336556142865,1.492529668702924e-06,3.340659399982542,4,3.0258875004947186,0.015711599495261908,0.2936853007413447,0.00537499925121665,0.745150700211525,0.003992800135165453,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.002322960325429632,0.002322960325429632
problem_4,4,0.005599555668619876,0.04577405502908555,30.760896397456023,0.00017781862825584906,1.4874932592120705e-06,3.2866515000350773,4,2.978329499717802,0.016263499855995178,0.28724920004606247,0.0048093004152178764,0.7642143000848591,0.00375480018556118,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.0030972393494395263,0.0030972393494395263
problem_4,5,0.006999444585774844,0.05721756081515083,38.45107602287812,0.00022227297819371833,1.4824259847873193e-06,3.3477193997241557,4,3.0394525998272,0.01577539974823594,0.28736169962212443,0.005129700526595116,0.7673755995929241,0.0038350000977516174,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.0038715273183316124,0.0038715273183316124
problem_4,6,0.008399333502929813,0.0686610473938245,46.14148163001496,0.0002667286117446435,1.4775906738307748e-06,3.364841000176966,4,3.0500847999937832,0.015735100489109755,0.2936167996376753,0.005404300056397915,0.7442886000499129,0.0037945001386106014,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.00464582433087162,0.00464582433087162
problem_4,7,0.009799222420084783,0.08010451475054797,53.83211336270439,0.00031118552965435505,1.4724492517198915e-06,3.2656298000365496,4,2.956658400129527,0.015960299875587225,0.2879069000482559,0.005104199983179569,0.7369351000525057,0.003697199746966362,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.005420130064059698,0.005420130064059698
problem_4,8,0.011199111337239751,0.09154796287076288,61.52297159330442,0.00035564373370655574,1.4691127341211995e-06,3.282165199983865,4,2.982072399929166,0.014187400229275227,0.281013700645417,0.004891699180006981,0.7544146003201604,0.003160600084811449,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.006194444646252972,0.006194444646252972
problem_4,9,0.01259900025439472,0.10299139174028374,69.21405555182882,0.00040010322044707034,1.4625382288116163e-06,3.319877800066024,4,3.002826999872923,0.015005700755864382,0.2969975001178682,0.005047599319368601,0.7410595002584159,0.0033555002883076668,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.006968768178394242,0.006968768178394242
problem_4,10,0.013998889171549688,0.1144348013444991,76.90536634740268,0.00044456399490280357,1.4578519093796937e-06,3.340320199728012,4,3.033995199482888,0.013342899270355701,0.2873247000388801,0.00565740093588829,0.7373120998963714,0.0029843999072909355,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.007743101240065779,0.007743101240065779
problem_4,11,0.015398778088704657,0.12587819166908307,84.59690328624369,0.0004890260541091069,1.4526647617491742e-06,3.27827679971233,4,2.9787585996091366,0.012390000279992819,0.282432300504297,0.004695899318903685,0.734474599827081,0.0029151001945137978,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.0085174423151164,0.0085174423151164
problem_4,12,0.016798667005859625,0.1373215626995038,92.2886669239128,0.000533489401242062,1.4496714140171684e-06,3.322206999640912,4,3.021762600634247,0.012504900339990854,0.2829884993843734,0.004950999282300472,0.7546963002532721,0.0033296002075076103,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.009291792265602207,0.009291792265602207
problem_4,13,0.018198555923014597,0.14876491442142456,99.98065726502986,0.0005779540355226108,1.444755934512194e-06,3.241755499970168,4,2.939025499857962,0.012924599926918745,0.2843627003021538,0.005442699883133173,0.7482984000816941,0.00311219971626997,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.010066151574592268,0.010066151574592268
problem_4,14,0.01959844484016957,0.16020824682031076,107.67287454407516,0.0006224199585550464,1.4383755284767601e-06,3.2618003003299236,4,2.962515899911523,0.013409000355750322,0.28132730070501566,0.004548099357634783,0.7383079999126494,0.002931599970906973,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.010840520260078073,0.010840520260078073
problem_4,15,0.02099833375732453,0.17165155988172648,115.3653185120981,0.0006668871692805746,1.434886173168723e-06,3.3102476997300982,4,3.0003949995152652,0.01250350009649992,0.2926432997919619,0.004705900326371193,0.7565119001083076,0.0030167000368237495,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.011614897636893416,0.011614897636893416
problem_4,16,0.022398222674479502,0.18309485359114813,123.05798938572939,0.0007113556686243598,1.4295443323213373e-06,3.22886720020324,4,2.9264546995982528,0.012269699946045876,0.28521909937262535,0.004923701286315918,0.7415244001895189,0.003114499617367983,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.012389283703153476,0.012389283703153476
problem_4,17,0.023798111591634474,0.19453812793410136,130.75088741627312,0.0007558254580170642,1.42879550997003e-06,3.2112086000852287,4,2.91660390002653,0.012060999870300293,0.2779196002520621,0.004624099936336279,0.7343435003422201,0.0030060000717639923,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.013163679184873777,0.013163679184873777
problem_4,18,0.025198000508789443,0.20598138289604487,138.4440122766946,0.0008002965356333788,1.4263503186157212e-06,3.2932553002610803,4,2.9839423997327685,0.012746899388730526,0.29130199970677495,0.005264001432806253,0.7900558998808265,0.0031516999006271362,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.0139380830287111,0.0139380830287111
problem_4,19,0.026597889425944408,0.21742461846247566,146.1373644063987,0.0008447689039605136,1.4128337366100673e-06,3.4042750000953674,4,3.098956499248743,0.012110899668186903,0.28885910008102655,0.004348501097410917,0.7428699997253716,0.002961600199341774,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.014712494691361593,0.014712494691361593
problem_4,20,0.027997778343099376,0.22886783461882385,153.83094400276357,0.0008892425639647379,1.414088300866955e-06,3.363250399939716,4,3.0527385994791985,0.01289989985525608,0.293229500297457,0.004382400307804346,0.7996634999290109,0.0028707999736070633,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.015486915225758234,0.015486915225758234
problem_4,21,0.029397667260254348,0.24031103135051585,161.52475095923714,0.0009337175152008155,1.4075529004467492e-06,3.2588948998600245,4,2.9640391999855638,0.01295039989054203,0.2775280997157097,0.0043772002682089806,0.7286745002493262,0.0031727999448776245,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,1120,-0.01626134603407761,0.01626134603407761
