problem,step,closure_mm,calculix_time,displacement_l2_rel_error,displacement_l2_abs_error,sfc_displacement_l2_norm,calculix_displacement_l2_norm,strain_l2_rel_error,stress_l2_rel_error,von_mises_l2_rel_error,sfc_min_gap_mm,sfc_active_samples,sfc_contact_backend,sfc_quadrature_order,sfc_sdf_spacing_scale,sfc_relaxation,sfc_max_iterations,sfc_batch_projection_threshold,sfc_projection_mode,sfc_quadrature_points,sfc_max_von_mises_MPa,calculix_max_von_mises_MPa,sfc_max_strain_norm,calculix_max_strain_norm,status,details
problem_3,12,0.001072,12.0,0.0215503343868289,7.84439016315125e-06,0.0003657065699293344,0.0003640031761152426,0.03346569601406892,0.031143479566646592,0.025886639596240907,-0.0008022963920602215,288,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,14.594376099507171,14.947828957464441,0.0003088429809257179,0.0003166263985097267,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,13,0.0011613333333333334,13.0,0.021682035232457684,9.06459371859998e-06,0.00042025169940941207,0.0004180693196656381,0.033327912137082194,0.031027029260226952,0.02571937060012364,-0.0008647329230955247,288,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,16.771175397900315,17.16671549022823,0.0003549083856965863,0.00036365354418831515,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,14,0.0012506666666666669,14.0,0.02195829822186197,1.0399452684990597e-05,0.00047653804074907825,0.00047360012055200004,0.0331111052175112,0.030854906328590406,0.02547021287276365,-0.0009262207781329249,320,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,19.01748397928483,19.44553116524463,0.0004024448700355364,0.00041195794396430235,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,15,0.0013399999999999998,15.0,0.022195651683377005,1.1847894287005982e-05,0.0005375133498376105,0.0005337934860402963,0.03294988470260315,0.030731363032961402,0.025288103757143233,-0.000985495985669675,320,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,21.450934733653778,21.91505524227681,0.00045394181180653093,0.0004643131219197167,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,16,0.0014293333333333332,16.0,0.0222640509591011,1.323014000322621e-05,0.0005984926151841016,0.0005942377704547066,0.03291619551400259,0.03070517160035379,0.025235140394829124,-0.0010447597279908656,320,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,23.884558765594395,24.394589598433686,0.0005054425682229392,0.0005168891760299991,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,17,0.0015186666666666666,17.0,0.02217603697503669,1.4525025209730012e-05,0.0006594804238731663,0.0006549874184499542,0.03298339414716812,0.03075205812899218,0.02527980584346908,-0.001103998753974948,320,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,26.318539541221828,26.88638706098819,0.0005569510170044215,0.0005697335527005126,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,18,0.0016080000000000003,18.0,0.02237410597364664,1.6071088848833634e-05,0.0007236288921082066,0.0007182896544676681,0.032882042208400346,0.030680097553471206,0.025160890520792772,-0.0011616820482172076,352,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,28.878673308089997,29.482376585661385,0.0006111293047148387,0.0006247971811565298,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,19,0.0016973333333333332,19.0,0.02222915668140198,1.7393909473999188e-05,0.0007879315882280626,0.000782481752380278,0.03298076003619601,0.03074810952123585,0.025233297507548474,-0.0012193072042465474,352,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,31.444975053781825,32.114545223818006,0.0006654382834058305,0.000680637563870927,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,20,0.0017866666666666667,20.0,0.022443577403120977,1.902654749864161e-05,0.0008541658350211376,0.0008477502118711166,0.03288244009282442,0.03068176085469882,0.02511843821193318,-0.0012759229766010475,416,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,34.08839493152424,34.79045178560623,0.000721379422244508,0.0007374160007887524,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_3,21,0.001876,21.0,0.022668412082962483,2.0800482461254308e-05,0.0009250981605719571,0.000917597685498575,0.03278565839116121,0.030619743367021002,0.025010999089633425,-0.0013302632149078653,448,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,3584,36.919332588252615,37.653307100004156,0.00078128908672617,0.0007981720319879728,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,1,0.001399888917154969,1.0,0.00029600370686339695,3.3873117804136504e-06,0.011443428231343802,0.011443477570964556,0.0021903081320513505,0.0013714909818152135,0.000641572392997844,-0.0007744260559668683,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,7.691654426371664,7.680111723361508,4.446293780686064e-05,4.4399665862370565e-05,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,2,0.002799777834309938,2.0,0.0002970765993438287,6.799370858565635e-06,0.02288698607413879,0.02288760162726994,0.0021718430721451355,0.0013561900969287154,0.00063234974860435,-0.0015486900281825467,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,15.381213436870627,15.359628626157145,8.891376943648338e-05,8.880192397116993e-05,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,3,0.004199666751464906,3.0,0.00030155588905757063,1.0353130323697525e-05,0.034330530055730016,0.03433237651585371,0.0021670099747007616,0.0013569582016492191,0.000639264116716235,-0.002322960325429632,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,23.07094268013043,23.038500901800514,0.00013336556142865,0.00013320650614243208,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,4,0.005599555668619876,4.0,0.00030846106277445843,1.4120670132161295e-05,0.04577405502908555,0.04577780419075484,0.002165136997927605,0.001362337028578159,0.0006530284355437828,-0.0030972393494395263,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,30.760896397456023,30.7167485420736,0.00017781862825584906,0.00017761347904900939,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,5,0.006999444585774844,5.0,0.00031774975181563507,1.8182873125211173e-05,0.05721756081515083,0.05722387829200021,0.0021643792288943337,0.0013704947071158603,0.0006717571355198009,-0.0038715273183316124,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,38.45107602287812,38.39437173018614,0.00022227297819371833,0.00022202275841724952,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,6,0.008399333502929813,6.0,0.0003293556079466635,2.2617048841681212e-05,0.0686610473938245,0.0686706049509376,0.002164178594927158,0.0013808701138965402,0.0006946027209086617,-0.00464582433087162,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,46.14148163001496,46.07136047826042,0.0002667286117446435,0.00026643460334105747,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,7,0.009799222420084783,7.0,0.00034302573535865163,2.748252940665753e-05,0.08010451475054797,0.08011798117107186,0.002164309725580006,0.0013932243819152056,0.000721010941059806,-0.005420130064059698,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,53.83211336270439,53.74772488925187,0.00031118552965435505,0.000310848774398268,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,8,0.011199111337239751,8.0,0.000358584615288154,3.283416197994815e-05,0.09154796287076288,0.09156600863526462,0.002164677630220359,0.0014074200282411127,0.00075053029633429,-0.006194444646252972,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,61.52297159330442,61.4234644552371,0.00035564373370655574,0.00035526524838598345,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,9,0.01259900025439472,9.0,0.0003757748172407707,3.871032517702235e-05,0.10299139174028374,0.1030146869906384,0.002165218880390739,0.0014233480706178643,0.0007827609105555278,-0.006968768178394242,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,69.21405555182882,69.09858030397827,0.00040010322044707034,0.0003996842226408642,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,10,0.013998889171549688,10.0,0.00039439532761950083,4.514407258160288e-05,0.1144348013444991,0.11446401470850168,0.002165911381780347,0.001440927446294409,0.0008173631024606227,-0.007743101240065779,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,76.90536634740268,76.7730617238389,0.00044456399490280357,0.0004441055885407457,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,11,0.015398778088704657,11.0,0.00041424770513207916,5.215958198887627e-05,0.12587819166908307,0.12591399141787799,0.002166716871188261,0.0014600938198052066,0.0008540577641323534,-0.0085174423151164,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,84.59690328624369,84.44692021863682,0.0004890260541091069,0.0004885293003941547,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,12,0.016798667005859625,12.0,0.0004352066810701328,5.9782002014546405e-05,0.1373215626995038,0.1373646237864456,0.0021676455267790745,0.001480758856585269,0.0008925371108996951,-0.009291792265602207,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,92.2886669239128,92.12015417786368,0.000533489401242062,0.0005329554695038557,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,13,0.018198555923014597,13.0,0.00045707195257263706,6.801957550496615e-05,0.14876491442142456,0.14881590332138483,0.002168667434020849,0.0015028657671873466,0.0009326099598676195,-0.010066151574592268,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,99.98065726502986,99.79275442019237,0.0005779540355226108,0.0005773840731728261,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
problem_4,14,0.01959844484016957,14.0,0.00047975352364095766,7.68890590452322e-05,0.16020824682031076,0.16026783599566669,0.0021697914254077215,0.0015263400866218986,0.0009740663375010819,-0.010840520260078073,1120,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,all_faces_batch,1120,107.67287454407516,107.4647712214359,0.0006224199585550464,0.0006218150455294736,passed_native_solver_agreement,CalculiX native *CONTACT PAIR versus independent SFC DynamicNarrowBandSDF+field_contact on the same closure history.
