problem,sfc_contact_backend,sfc_quadrature_order,sfc_sdf_spacing_scale,sfc_relaxation,sfc_max_iterations,sfc_batch_projection_threshold,sfc_steps,sfc_total_wall_seconds,sfc_field_update_total_seconds,sfc_query_total_seconds,sfc_linear_solve_total_seconds,sfc_other_total_seconds,sfc_contact_evaluations,calculix_wall_seconds,calculix_to_sfc_wall_ratio,sfc_to_calculix_wall_ratio
problem_1,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,21,11.136901600286365,10.257986100390553,0.28478380059823394,0.44483150029554963,0.1493001990020275,84,13.632503499742597,1.2240840396212231,0.8169373732782571
problem_3,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,21,3.3711167997680604,2.3013792992569506,0.41679050074890256,0.5550104985013604,0.09793650126084685,81,14.106468200217932,4.184508884767352,0.23897667027073294
problem_4,surface_to_surface_vectorized,7,0.25,0.55,4,5000000,21,69.29061609972268,62.862954096868634,0.2918966989964247,6.032349401619285,0.10341590223833919,84,48.10665710037574,0.6942737676215911,1.4403540024646917
